index,Author
1444, جمانة محمد
1445, جمانة مصطفى
1446, جمع اللجنة العلمية في دار الخير
1447, جمعة رجب طنطيش
1448, جمعة سويسي
1449, جمعية إحياء التراث المقاوم
1450, جمعية المكتبات والمعلومات الاردنية
1451, جميل الذيابي
1452, جميل حسن
1453, جميل حسن
1454, جميل حليم
1455, جميل شاهين
1456, جميلة الشامسي
1457, جميلة يحياوي
1458, جنان حشاش
1459, جنان عبد الوهاب عبد الرزاق
1460, جهاد الطيلوني
3577, جهاد الطيلوني
1461, جهاد الطيلوني
1462, جهاد العلواني
1463, جهاد شمس الدين
1464, جهاد عفانة
1465, جهاد عودة ، محمد النجار
1466, جهاد عوده
1467, جهاد عوده
1468, جهاد عوده
1469, جهاد عوده
1470, جهاد نصري العقل
3594, جهاد نصري العقل
1471, جو ماكنالي
3597, جواد الأسدي
1472, جواد الأسدي
1473, جواد الأسدي
1474, جواد الأسدي
1475, جواد الأسدي
1476, جواد الاسدي
1477, جواد الاسدي
1478, جواد الاسدي
1479, جواد الاسدي
1480, جواد الحسني آل علي الشاهرودي
1481, جواد الحمد
1482, جواد الحمد
1483, جواد الحمد
1484, جواد الفخار الطوسي
3617, جواد بشارة
1485, جواد بن جعفر بن إبراهيم الخابوري اللواتي
1486, جواد علي
1487, جواد علي كسار
1488, جوان حسين
1489, جواني باكر
1490, جودت الركابي
1491, جودت عبيد
1492, جودت عبيد
1493, جودي نيومان
1494, جورج أبو زيد
1495, جورج الراسي
1496, جورج الراسي
1497, جورج بال
3637, جورج بالانديه ، جورج بالاندريه
1498, جورج بكاسيني
1499, جورج سال
1500, جورج شاربونيه
1501, جورج شحادة
1502, جورج شحادة
1503, جورج شحاده
1504, جورج صليبا
1505, جورج كوبلر
1506, جورج مارسدن
1507, جورج مربك
3654, جورج مربك
1508, جورج مربك
1509, جورج مربك
1510, جورج مصروعة
1511, جوردون جونسون
1512, جوزف منصور
1513, جوزف منصور
1514, جوزيف إ. ستيغليتز
1515, جوزيف تان
1516, جوزيف لوكلير
1517, جوزيف لوكلير
1518, جوسلان د. بيرو
1519, جوسلان د. بيرو
1520, جول فيرن
1521, جولي واغنر
3677, جوليا سويفت
1522, جون جراي
1523, جون جراي
1524, جون راو
1525, جون غاسنر
1526, جون غالبريت ، ستانيلاف مينشيكو
1527, جون كورتيس
1528, جون لي
1529, جون لي آندرسن
1530, جون ميل
1531, جون واتربوري
1532, جون ووكر ونيكولاس جنكن
1533, جوناثان راندل
1534, جوني هلدينيوس
1535, جويس آر. ستار
1536, جويس أبلبي
1537, جويس ستلنغ
1538, جيتر
1539, جيته
1540, جير هارت هاوبتمن
1541, جيرار بليوندينو
1542, جيرالد سيكال
1543, جيروم بندي
1544, جيروم ل.روزنبرج
1545, جيري وايكوف ، بربارة أونيل
1546, جيسيكا بيطار
1547, جيفري جيتومر
1548, جيكر خورشيد
1549, جيكر خورشيد
1550, جيكر خورشيد
1551, جيل برتان
1552, جيلالي بو بكر
1553, جيلبرت سينويه
1554, جيم آندرسون
1555, جيم أندرسون
1556, جيم كولينز
1557, جيمس بينيت ، توماس ديلو رينزو
1558, جين أتكنسون
1559, جين برايس
1560, جين بولز
1561, جين توينج
1562, جين مارشال
1563, جين مارشال
1564, جين نيلسن ، ماري نيلسن ، براد
1565, جين ويبستر
1566, جين ويبستر
1567, جين ويبستر
1568, جين ويبستر
1569, جين ويبستر
1570, جين ويبستر
1571, جين ويبستر
1572, جين ويبستر
1573, جين ويبستر
1574, جين ويبستر
1575, جين ويبستر
1576, جين ويبستر
1577, جينغ وانغ
1578, جينفياف كوس - بروكيه
1579, جيني ساتكليف
1580, جيني هاردنغ
1581, جيه بورجوا
1582, جيهان أبو ستيت
1583, جيهان الجمّال
1584, جيهان الجمّال
1585, جيهان جمال
1586, جيهان جمال
1587, حاتم خوري
1588, حاتم زيدان
1589, حاتم عبدالله ، صلاح الكبيسي
1590, حازم الحمداني
1591, حازم الحمداني
1592, حازم الصمادي
1593, حازم الصمادي
1594, حازم سكيك
1595, حازم سكيك
1596, حازم سليمان
1597, حازم صاغية
1598, حازم صاغية
1599, حازم فلاح سكيك
1600, حازم محمد عبد الفتاح
1601, حازم محمد عبد الفتاح
1602, حازم محمد عبد الفتاح
1603, حازم مشتاق
1604, حافظ برجس
1605, حافظ كامل الغندور
1606, حامد الخفاف
1607, حبيب آل جميع
1608, حبيب الكاظمي
1609, حبيب الله  التركستاني
1610, حبيب رمال
1611, حبيب صادق
1612, حبيب صادق
1613, حبيب محمود
1614, حتي
1615, حجازي أبو غانم
1616, حجازي أبو غانم
1617, حذيفة عبد المعطي
1618, حرب حرب
1619, حردان الجنابي
1620, حسام أبو العلا
1621, حسام الأحمد
1622, حسام الدين الأحمد
1623, حسام الدين الدن
1624, حسام عواد
1625, حسان الزعبي
1626, حسان جعفر
1627, حسان جعفر
1628, حسان جعفر
1629, حسان جعفر
1630, حسان جعفر
1631, حسان جعفر
1632, حسان جعفر
1633, حسان جعفر
1634, حسان جعفر
1635, حسان جعفر
1636, حسان جعفر
1637, حسان جعفر
1638, حسان جعفر
1639, حسان حلاق
1640, حسان حلاق
1641, حسان حلاق
1642, حسان حلاق
1643, حسان حلاق
1644, حسن  الشاذلي
1645, حسن  الشاذلي
1646, حسن  الشطي
1647, حسن  دمشقية
1648, حسن  نصر الله
1649, حسن  همام
1650, حسن  همام
1651, حسن أبو غزالة
1652, حسن الأمين
1653, حسن البعيني
1654, حسن البنا
1655, حسن البنا
1656, حسن البنا
1657, حسن البياتي
1658, حسن الحسن
1659, حسن الحمادي
1660, حسن الحمادي
1661, حسن الزبيدي
1662, حسن الشريف
1663, حسن الشيخ
1664, حسن الطراونة
1665, حسن الطعاني
1666, حسن العبادي
1667, حسن العبد الله
1668, حسن الفيفي
1669, حسن الكمشوشي
1670, حسن المجرشي
1671, حسن النخيلة
1672, حسن النخيلة
1673, حسن الهجان
1674, حسن باجودة
1675, حسن بزاينية
1676, حسن تميم
1677, حسن حبش
1678, حسن حبش
1679, حسن حبش
1680, حسن حبش
1681, حسن حبش
1682, حسن حبيب سرور
1683, حسن حطيط
1684, حسن دياب
1685, حسن زكي
1686, حسن سلهب
1687, حسن سلهب
1688, حسن سلهب
1689, حسن ضاهر
1690, حسن عبد الجواد
1691, حسن عبد الجواد
1692, حسن عبد الجواد
1693, حسن عبد الجواد
1694, حسن عبد الجواد
1695, حسن عبد الجواد
1696, حسن عبد الجواد
1697, حسن عبد الجواد
1698, حسن عبد الجواد
1699, حسن عبد الله
1700, حسن مجيد الدجيلي
1701, حسن محمد ، سعد الساكني
1702, حسن محمد خروبي الغفاري العاملي
1703, حسن محمد نور الدين
1704, حسن محمد نور الدين
1705, حسن محمد نور الدين
1706, حسن مرعي
1707, حسن مرعي
1708, حسن مغنية
1709, حسن ناصر
1710, حسن نافعة
1711, حسن نافعة
1712, حسن همام
1713, حسني نصر
1714, حسنين  مخلوف
1715, حسون البطاط
1716, حسون البطاط
1717, حسيب الشمري
1718, حسيب شعيب
1719, حسين  الجبوري
1720, حسين  الفلاحي
1721, حسين  مقيم
1722, حسين آراسته
1723, حسين آغا
1724, حسين آغا
1725, حسين آغا
1726, حسين آغا
1727, حسين آغا
1728, حسين آغا
1729, حسين آغا
1730, حسين آغا
1731, حسين آغا
1732, حسين آغا
1733, حسين آل عصفور الدرازي البحراني
1734, حسين أمين
1735, حسين إسماعيل
1736, حسين ابراهيم القضماني
1737, حسين الأجرب
1738, حسين الأعظمي
1739, حسين الأعلمي
1740, حسين البرغوثي
1741, حسين البلغى البحراني
1742, حسين البلغى البحراني
1743, حسين البوخضر
1744, حسين البوخضر
1745, حسين السيد علي الأعرجي
1746, حسين السيد علي الأعرجي
1747, حسين الطاهر
1748, حسين الفلاحي
1749, حسين الفلاحي
1750, حسين الفلاحي
1751, حسين الفلاحي
1752, حسين القاضي ، عبد الرزاق قاسم
1753, حسين القاضي ، مأمون حمدان
1754, حسين القاضي، حسين دحدوح
1755, حسين المحروس
1756, حسين المصطفى
1757, حسين المصطفى
1758, حسين النجار
1759, حسين الهمداني الدرود آبادي
1760, حسين جميل
1761, حسين حريري
1762, حسين حمادة
1763, حسين دحدوح ، حسين القاضي
1764, حسين سبيتس
1765, حسين سلامة
1766, حسين سينو ، سويم العزي
1767, حسين عبد الجبار
1768, حسين عبد الجبار
1769, حسين عبد الله
1770, حسين عشماوي
1771, حسين عطوي
1772, حسين علي آل الشيخ سليمان البلادي البحراني
1773, حسين علي آل الشيخ سليمان البلادي البحراني
1774, حسين عمري
1775, حسين فتحي عثمان
1776, حسين محمد
1777, حسين مسعود أبو مدينة
1778, حسين مقيم
1779, حسين نجيب محمد
1780, حسين نجيب محمد
1781, حسين نيل
1782, حصة آل مكتوم
1783, حصة العوضي
1784, حكمت ألبير الحداد
1785, حكمت الحديثي
1786, حكمت الحديثي
1787, حكيم سياب
1788, حليم أبو عز الدين
1789, حليمة شافعي
1790, حليمة مظفر
1791, حمادي الساحلي
1792, حمادي الساحلي
1793, حمد الغيداني
1794, حمد حسن رقيط
1795, حمدان الدرعي
1796, حمدان حمدان
1797, حمدان حمدان
1798, حمدان حمدان
1799, حمدان حمدان
1800, حمده سميسم
1801, حمدون الفاسي
1802, حمدي إبراهيم
1803, حمدي الحسينى
1804, حمدي الطاهري
1805, حمدي عبد المنعم
1806, حمديه الرفاعي
1807, حمزة الأعرجي
1808, حمزة الفقير
1809, حمزة المليباري ، سلطان العكايلة
1810, حمود  العاملي
1811, حمود التشكيلي
1812, حمود حيمر
1813, حمودة إسماعيلي
1814, حمودي جمال الدين
1815, حميد  الغرابي
1816, حميد آل سيف
1817, حميد الأزري
1818, حميد الأزري
1819, حميد الأزري
1820, حميد الأزري
1821, حميد الأزري
1822, حميد الأزري
1823, حميد الأزري
1824, حميد الجميلي
1825, حميد الطائي
1826, حميد الطائي
1827, حميد الطائي
4256, حميد الطائي ، سماح نجيب
1828, حميد القيسي
1829, حميد سعيد
1830, حنا مقبل
1831, حنان البدوي
1832, حنان المطيري ، سيف الله غبر
1833, حنان سليم
1834, حنان ضاهر
1835, حنان ضاهر
1836, حنان قرقوتي
1837, حنان لاشين
1838, حواء أهلي
1839, حورية محمد حمو
1840, حياة الحويك
1841, حياة الحويك عطية
1842, حيان جواد صيداوي
1843, حيان جواد صيداوي
1844, حيدر آملي
1845, حيدر إسماعيل
1846, حيدر الآملي
1847, حيدر الفتلاوي
1848, حيدر جواد كاظم العميدي
1849, حيدر غازي فيصل الربيعيّ
1850, حيدر غيبة
1851, خاشع المعاضيدي
1852, خالد  صناديقي
1853, خالد آل ياس
1854, خالد إبراهيم المحجوبي
1855, خالد البارقي
1856, خالد البسام
1857, خالد البستنجي
1858, خالد الجابري
1859, خالد الحديثي
1860, خالد الحربي
1861, خالد الحمزة
1862, خالد الحياري
1863, خالد الخطاط
1864, خالد الخطيب
1865, خالد الخطيب
1866, خالد الخطيب
1867, خالد الخطيب
1868, خالد الخطيب ، محمد المهايني
1869, خالد الراوي
1870, خالد السبول ، أحمد السبول
1871, خالد الشواف
4335, خالد الصرايرة
1872, خالد الصرايرة
1873, خالد العتلة
1874, خالد العطية
1875, خالد الغامدي
1876, خالد الغليقة
1877, خالد القحص
1878, خالد القحص
1879, خالد الكركي
1880, خالد الكركي
1881, خالد المرضي
1882, خالد المشهداني
1883, خالد الوزني ، احمد الرفاعي
1884, خالد جمعة
1885, خالد حسن أحمد
1886, خالد حسين
1887, خالد حمدي
1888, خالد حنفى
1889, خالد رمضاني
1890, خالد سليماني
1891, خالد سمور
1892, خالد سمور ، أحمد الحسبان
1893, خالد سيد علي
1894, خالد شنيكات
1895, خالد طرطوسي
1896, خالد طرطوسي
1897, خالد عبد الرحمن العك
1898, خالد عبد الفتاح
1899, خالد عبد الفتاح
1900, خالد عبدالله
1901, خالد عبدالله
1902, خالد عبدالله
1903, خالد عبدالله ، حمزة أبو عاصي
1904, خالد عدوان
1905, خالد عزب
1906, خالد علال
1907, خالد علال
1908, خالد غربي ، الياس قدة
1909, خالد قاشي ، حميد الطائي
1910, خالد كاظم
1911, خالد محمد الرواضية
1912, خالد محمد عبد المجيد موسى
4408, خالد محمد عبد المجيد موسى
1913, خالد محمد عبد المجيد موسى
1914, خالد محمد عبد المجيد موسى
1915, خالد محمد عبد المجيد موسى
1916, خالد محي الدين الرادعي
1917, خالد مشعل
1918, خالد مقابلة
1919, خالد مقابلة
1920, خالدة الربيعي
1921, خبراء ال1 العربية
1922, خبراء ال1 العربية
1923, خبراء ال1 العربية
1924, خبراء ال1 العربية
1925, خديجة  أبو النجا
1926, خديجة حيدورة
1927, خديجة حيدورة
1928, خزعل الماجدي
1929, خزعل الماجدي
1930, خضر حمود
1931, خضر حمود
1932, خضير العقيدي
1933, خضير العقيدي
1934, خضير العقيدي
4445, خضير العقيدي
1935, خضير العقيدي
1936, خضير النداوي
1937, خلدون عبد الله
1938, خلدون عبد الله
1939, خلف  الجراد
1940, خلف آل مبارك
1941, خلف الوردات
1942, خلف الوردات
1943, خلود إسماعيل
1944, خلود الحميدي
4463, خلود الحميدي
1945, خلود المازمي
1946, خلود المومني
1947, خلود الهاجري
1948, خلود سمير
1949, خلود سمير وملك عبد الرحمن
1950, خلود مصطفى
1951, خليفي عيسى
1952, خليل  العشاب
1953, خليل أبو أحمد
1954, خليل أبو حشيش
1955, خليل إبراهيم
1956, خليل اسماعيل الحديثي
1957, خليل البنا
1958, خليل الراتب
1959, خليل الشماع
1960, خليل العربي
1961, خليل العزاوي
1962, خليل العزاوي
1963, خليل العشاب
1964, خليل العشاب
1965, خليل العشاب
1966, خليل العشاب
1967, خليل القصاص
1968, خليل القصاص
1969, خليل النعيمي
1970, خليل تادرس
1971, خليل تادرس
1972, خليل تادروس
1973, خليل حسين
1974, خليل حسين
1975, خليل حسين
1976, خليل عبد الكريم
1977, خليل قنديل
1978, خليل محسن
1979, خوان باباو بونتا
1980, خوسيه ليوب
1981, خولة الساحوري
1982, خولة القزويني
1983, خولة جاسم
1984, خولة علي
1985, خير الدين الزيلغ
1986, خير الدين حسيب
1987, خير الدين عبد الرحمن
1988, خير الدين عبد الرحمن
1989, خير شواهين
1990, خير شواهين
1991, خير شواهين ، منى الشاعر
1992, خير وانلي
1993, خيرالله الجبوري
1994, خيرت ضيف
1995, خيرت ضيف
1996, خيرت ضيف
1997, خيرت ضيف
1998, خيرت ضيف
1999, خيري حبيب
2000, خيري شلبي
2001, خيري عبد الجواد
2002, خيل مطران
2003, د عبد السلام الكربولي
2004, د محمد نجدات المحمد
2005, د محمد نجدات المحمد
2006, د.  عبد الله المنيف
2007, د. احمد شرجي
2008, د. سحر احمد ناجي
2009, د. شذس سالم
2010, د. ضياء الدين الحسيني
2011, د. عبد الله بن محمد المنيف
2012, د. علي الصلابي
2013, د. محمد الدرويش
2014, د.جون أودي
2015, داخل جريو
2016, داخل جريو
2017, داريو فو
2018, داريو فو
2019, داستن بورد
2020, دافني باراك
2021, داني رودريك
2022, دانيال ديفو
2023, دانيال قبيسي
2024, دانيال لابورت
2025, دانيال مارتان
2026, داود الصايغ
2027, داود الكوهين
2028, داود النقشبندي
2029, داود النقشبندي
2030, داود سلمان السعدي
2031, داود يوسف صبح
2032, داود يوسف صبح
2033, داوود العبيدي
2034, دايفد أورم
2035, دايفيد مانجان
2036, دايفيد هولويل
2037, دبليو. أي. ويكرام
2038, دبي شابيرو
2039, درمان صادق
2040, درمان صادق ، داليا داود
2041, دريد آل شبيب
2042, دريد ابو شقرا
2043, دزيغا فيرتوف
2044, دزيغا فيرتوف
2045, دستغيب
2046, دستين هاوس
2047, دعاء طنطاوي
2048, دعاء مطير
4661, دعد عطالله
2049, دعد عطالله
2050, دلال الكندرى
2051, دلال جرار
2052, دلال عباس
2053, دلال عباس
2054, دلاور محمد صابر
2055, دندل جبر
2056, دنيا اليوسف
2057, دنيا اليوسف
2058, دنيازاد السعدي
2059, دنيز باسو
2060, دوجلاس  ميللر
2061, دورجوي داتا
2062, دوريس بوسر
2063, دوللي حمد
2064, دومينيك مارس ، سيرج بلوك
2065, دومينيك وولتون
2066, دون بايرن
2067, دونالد أشر
2068, دونالد بوسترم
2069, دونالد مارلينش
2070, دونالد مارلينش
2071, ديان تيلمان ، ديانا هسو
2072, ديانا ل. إيك
2073, ديبورا ستيورات
2074, ديزني
2075, ديزي ميدوز
2076, ديفيد باس
2077, ديفيد دويش
2078, ديفيد سكوت
2079, ديفيد غولدبرغ
2080, ديفيد كوك
2081, ديفيد كيه. نيكولز
2082, ديفيد ليستر
2083, ديفيد نيومان
2084, ديك موريس
2085, ديمتري غلوكوفسكي
2086, دينا عبد المنعم
2087, دينا مزاوي
2088, ديونوسيوس دي تلمحري
2089, ديونوسيوس نقاشة
2090, ذنون يونس
2091, ذو الفقار الساعدي
2092, ذياب أبوسارة
2093, ذياب شاهين
2094, ذيب غنيم
2095, ذيب غنيم
2096, ر. ب . ج. كوليتسون
2097, رأفت سارة
2098, رأفت عيد
2099, رأفت عيد
2100, رؤيا الحاج
2101, رئيسة قسام
2102, رائد الستري
2103, رائد السمهوري
2104, رائد الشوابكة
2105, رائد العبيدي ، خالد المشهداني
2106, رائد عمرو
2107, رائد عمرو
2108, رائد نصري جميل أبو مؤنس
2109, رابح خدوسى
2110, رابح خدوسي
2111, راتب الظاهر
2112, راتب الظاهر
2113, راجي الأسمر
2114, راجي البياتي
2115, راجي البياتي
2116, راجي عنايت
2117, راسم الجمال
2118, راسم محمد الجمال
2119, راشد السهل
2120, راشد السهل
2121, راشد النجدي
2122, راشيل كارتر
2123, راشيل كارتر
2124, راشيل كارتر
2125, راشيل كارتر
2126, راشيل كارتر
2127, راضي شحادة
2128, راضي شحادة
2129, راضي شحادة
2130, راغب السرجاني
2131, راغب السرجاني
2132, رافايلا دل أنتوني
2133, رافدة الحريري
2134, رافدة الحريري
2135, رافده الحريري
2136, رالف غولدمان
2137, رام بوكساني
2138, رامه عمر
2139, رامي الحديثي ، فائز البياتي
2140, رامي عطا
2141, رامي يوسف بليبل
2142, رانده بسيوني
2143, رانيا  محمود عمارة عبد العزيز أحمد عمارة
2144, رانيا ضاهر
2145, رانيا ضاهر
2146, رانية غضاب
2147, راوي حاج
2148, راوية عبد المنعم عباس
2149, ربى ناصر المصري الشعراني
2150, ربيع الحاج حسن
2151, ربيع الدنان ، وائل وهبة
2152, ربيع الدنان ، وائل وهبة
2153, ربيع الدنان ، وائل وهبة
2154, ربيع الدنان ، وائل وهبة
2155, ربيع الدنان ، وائل وهبة
2156, ربيع الدنان ، وائل وهبة
2157, ربيع الدنان ، وائل وهبة
2158, ربيع الدنان ، وائل وهبة
2159, ربيع الدنان ، وائل وهبة
2160, ربيع المسعود
2161, ربيع جابر
2162, ربيع مرشد
2163, ربيعة الحمداني
2164, ربيعة ريحان
2165, رجب عبد الحميد
2166, رحاب أبو زيد
2167, رحاب داخلي
2168, رحيم كريم
2169, رشدي الحديدي
2170, رشدي راشد
2171, رشدي راشد
2172, رشدي راشد
2173, رشدي صالح عبد الفتاح صالح
2174, رشيد الخيُّون
2175, رشيد الخيُّون
2176, رشيد الخيُّون
2177, رشيد الراضي
2178, رشيد جلال
2179, رشيد عمّور
2180, رشيد مقتدر
2181, رشيد مقتدر
2182, رشيدة الشارني
2183, رشيدة مسعودي
2184, رضا بهاء الدين
2185, رضا خلف
2186, رضا فرحات
2187, رضا كاهليلي
2188, رضا كاهليلي
2189, رضا لاري
2190, رضا مؤدب
2191, رضوان السيد ، عبد الإله بلقزيز
2192, رضوان المحمود
2193, رضوان المحمود
2194, رضوان بروسي
2195, رضوان بلخيري
2196, رضوان حنان
2197, رضوان حنان
2198, رضوان حنان
2199, رضوان حنان ، جبرائيل كحالة
2200, رضوان حنان ، جبرائيل كحالة
2201, رضوان دعبول
2202, رضوان دعبول
2203, رضوان سليطي
2204, رضوى عاشور
2205, رعد إسماعيل حسن البدراني
2206, رعد البيدر
2207, رعد التميمي
2208, رعد الحمداني
2209, رعد الحمداني
2210, رعد العاني
2211, رغداء مارديني
2212, رفعة الجادرجي
2213, رفعت أحمد
2214, رفعت أحمد
2215, رفعت الشوبكي
2216, رفعت الضبع
2217, رفيق المصري
2218, رفيق يونس المصري
2219, رقية السعدي
2220, رقية رستم بور ملكي
2221, رقية رستم بور ملكي
2222, رمان النمر ، نجلة آل مراد
2223, رمزي ديشوم
2224, رمزي عبد الحي
2225, رمزي مكاوي
2226, رمزي مكاوي
2227, رمضان  جهيمة ، أحمد هب الريح
2228, رمضان القرنشاوي
2229, رمضان جهيمة
2230, رمضان جهيمة
5050, رمضان جهيمة
2231, رمضان جهيمة
2232, رمضان جهيمة  ، علي الرويني
2233, رمضان جهيمة  ، علي الرويني
2234, رمضان جهيمة ، حسين غليو
2235, رمضان جهيمة ، سالم القوى
2236, رمضان غانم
2237, رمضان محمد جهيمة
2238, رمضان محمد جهيمة
2239, رمضان محمد جهيمة
2240, رنا الخماش
5072, رنا ناجي
5073, رند أغا
2241, رندة عبد العزيز
2242, رندة عوض
2243, رندة كوراني
2244, رنده كوراني
2245, رنيه كولاس
2246, رهيف فياض
2247, رواد حنا
2248, روبرت أ.ميرز
2249, روبرت إينزلي
2250, روبرت إينزلي
2251, روبرت بارون ، البرت بيكرلي
2252, روبرت غرين
2253, روبرت ماكدونالد ، كارو نيس
2254, روبرت وايتر
2255, روبن بوك
2256, روبن بيفر
2257, روبن ماكلور
2258, روبير فوريسول/ ماري بول ميمي
2259, روبير فوريسول/ ماري بول ميمي
5112, روبين بيرن ، باتريك فورسيث
2260, روت ليخناروفا
2261, روجر ويمر ، جوزيف دومنيك
2262, روجيه الخوري
2263, روجيه بيرون
2264, روجيه ديب
2265, روجيه شكيب الخوري
2266, روجيه شكيب الخوري
5121, روجيه غارودي
2267, رودال
2268, رودلف كارناب
2269, رودلفو غراسياني
2270, رودولف ستروتمان
2271, رور الحسيني
2272, روز زحلان
2273, روزا باروسيو
2274, روزيت يونس
2275, روزينا غونزالس
2276, روكس بن زائد العزيزي
5143, رولان وسبرينا ميشو
2277, رولف د.شميد
2278, رون برنشتاين ، ستيفن برنشتاين
2279, رياض الريس
2280, رياض الشربجي
2281, رياض الصفو ، علاء  العباسي
2282, رياض العاني
2283, رياض العاني
2284, رياض العطار
2285, رياض حسين غنام
2286, رياض عصمت
2287, رياض عصمت
2288, رياض عمران حسين
2289, رياض فتح الله بصلة
5162, رياض قزيحة
2290, رياض مرزة
2291, ريان سليم بدير
2292, ريان سليم بدير
2293, ريتا حمارنة
2294, ريتشارد برونسون
2295, ريتشارد دوكينز
5171, ريتشارد ديني
2296, ريتشارد كارلسون ، كريستين كارلسون
2297, ريتشارد كارلسون ، كريستين كارلسون
2298, ريتشارد ل. بوردين، ج. دوغلاس فايرس
2299, ريتشارد ل. بوردين، ج. دوغلاس فايرس
2300, ريتشارد نيكسون
2301, ريجيس دو بريه
2302, ريك كونلو ، دوج واتسابوف
2303, ريم  قدوري
2304, ريم أبو الفضل
2305, ريم القرق
2306, ريما زعزع
2307, ريمون حداد
2308, ريمون قسيس
2309, ريمون قسيس
5192, ريموند ووليفنغر ، ستيفن روزنستون
2310, ريناد خالد
2311, ريهام  نوير
2312, ريهام عيسي
2313, ريهام نوير
2314, ريهام نوير
2315, ريهام نوير
2316, زاهد الديري
2317, زاهد الديري
2318, زاهد السامرائي
2319, زاهر الألمعي
2320, زاهر الألمعي
5221, زاهر صلاح الدين المنجد
2321, زاهية راغب الدجاني
2322, زايد عبيد الله مصباح
2323, زايد عبيد الله مصباح
2324, زايد عبيد الله مصباح
5230, زايد عبيد الله مصباح
2325, زايد عبيد الله مصباح
2326, زايد عبيد الله مصباح
2327, زايد عبيد الله مصباح
2328, زايد عبيد الله مصباح
2329, زايد عبيد الله مصباح
5242, زبيري رمضان
2330, زغلول النجار
2331, زغلول النجار
2332, زغلول راغب محمد النجار
2333, زغلولة السالم
2334, زكريا الدوري ، أحمد صالح
2335, زكريا شطناوي
2336, زكريا محمد
2337, زكريا محمد
2338, زكريا هيبة ، صلاح معمار
2339, زكريا هيبة ، صلاح معمار
2340, زكرياء المرابط
2341, زكي الميلاد
2342, زكي مساعد
2343, زهير أبو زينة
2344, زهير أحمد القيسي
2345, زهير الدوري
2346, زهير الفوال
5263, زهير المدنيني
2347, زهير بشنق
2348, زهير بشنق
2349, زهير بو عمامة
2350, زهير عابد
2351, زهير عابد ، أحمد أبو السعيد
2352, زهير غلاييني
2353, زهير كريم
5271, زهير مارويني
2354, زهير هواري
2355, زولار
2356, زولطان ب.ديانس
2357, زوينة سالم
2358, زياد أبو عبسي
2359, زياد الحجار
2360, زياد الحجار
2361, زياد الدريس
2362, زياد الرحباني
2363, زياد الرحباني
5282, زياد الرحباني
2364, زياد الرحباني
2365, زياد القاضي
2366, زياد القاضي
2367, زياد حافظ
2368, زياد خليل الحجار
2369, زياد دكاش
2370, زياد رمضان
2371, زياد رمضان
2372, زيتوني طارق
2373, زيد الزيد
2374, زيد سليمان
2375, زيد سليمان
2376, زيد عبوي
5296, زيد عبوي
2377, زيد عبوي
2378, زيد عبوي
2379, زيد عبوي
2380, زيد عبوي
2381, زيد عبوي
2382, زيد عبوي
5303, زيد عبوي
2383, زيد عبوي
2384, زيد عبوي
2385, زيد عبوي
2386, زيد عبوي
2387, زيد عبوي
2388, زيد عبوي
2389, زيد عبوي
2390, زيد عبوي
2391, زيد عبوي
2392, زيد عبوي
2393, زيد عبوي
2394, زيد عبوي
2395, زيد عبوي
2396, زيد عبوي
5318, زيد عبوي
2397, زيد عبوي
2398, زيد عبوي
2399, زيد عبوي
2400, زيد عبوي
2401, زيغنيو برجنسكي
2402, زين الدين السنهوري
2403, زين الدين العاملي
2404, زين الدين العراقي
2405, زين الدين شعبان بن محمد الآثاري
2406, زين الدين شعبان بن محمد الآثاري
2407, زين العابدين بني هاني
5330, زينب حبش
2408, زينب حبيب
2409, زينب حبيب
2410, زينب حبيب
2411, زينب زيادة
5335, زينب عبد الرزاق
2412, زينب عوض الله ، أسامة الفولي
2413, زينة الشديدي
2414, زينوبة شعبان
2415, س. ر. ج. كلافام
2416, س. شارما
5341, س.ب. بلوان
2417, سؤدد الآلوسي
2418, سؤدد الآلوسي
2419, سؤدد الآلوسي ، موسى الفهد
2420, سائر بصمه جي
5346, سارة الحياني
2421, سارة العارف
2422, سارة المغازى
2423, سارة حسن منيمنة
2424, سارة غولدن
2425, سارة كريفن
2426, سارة لويس
2427, سارة مشعل
2428, ساسين أمين نون
2429, سالم الآلوسي
2430, سالم الآلوسي
2431, سالم الحتاوي
2432, سالم الكربي
2433, سالم المعوش
2434, سالم الموسوي
2435, سالم الموسوي
5362, سالم النعيمي
2436, سالم توفيق النجفي
2437, سالم حسين الأمير
2438, سالم حلس ، يوسف جربوع
5366, سالم رموضه
2439, سالم محمد الحميدة
2440, سالم محمد الزبيدي
2441, سامة علي ابراهيم مصطفى
2442, سامح الشيخ
2443, سامرة العمري
2444, سامى محمد
2445, سامى محمد
2446, سامى محمد
2447, ﺳﺎﻣﻲ أﻟﻣظﻔر
2448, سامي القريني
2449, سامي المظفر
2450, سامي المغلوث
2451, سامي المغلوث
2452, سامي المغلوث
2453, سامي المغلوث
2454, سامي المغلوث
5383, سامي المغلوث
2455, سامي المغلوث
2456, سامي الموصلي
2457, سامي الموصلي
2458, سامي الموصلي
2459, سامي الموصلي
2460, سامي بو عتمة
2461, سامي ذبيان
2462, سامي عابدين
2463, سامي عابدين
2464, سامي عابدين
2465, سامي عصاصة
5395, سامي عوض
2466, سامي كركبي
2467, سامية العامودي
2468, ساندرا شلغين
2469, ساندرا وايدنر
2470, ساندرا وايدنر
2471, ساندي سالم أبو سيف
5402, ساير المسباح
2472, سايمور ليشوتر
